Red Tide Sighting No.,Date of Report,Date of Dissipation,Group,Species,Location,Latitude,Longitude,Coordinate System
1987S0030,1987-09-02,1987-09-03,Diatom,Skeletonema costatum,Sok Kwu Wan Fish Culture Zone,22.2084416628988,114.133440105449,WGS84
1987S0031,1987-09-30,1987-10-01,Diatom,Skeletonema costatum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1987S0032,1987-10-05,1987-10-06,Dinoflagellates,Ceratium furca,Port Shelter near Kiu Tsui,22.3668797763723,114.285465343862,WGS84
1987S0033,1987-10-07,1987-10-08,Dinoflagellates,Ceratium furca,Rocky Harbour (Leung Shuen Wan Hoi),22.3388148291569,114.34343994363,WGS84
1987S0034,1987-12-07,1987-12-10,Others,Mesodinium rubrum,Shatin Hoi,22.4164807494434,114.218635092859,WGS84
1987S0035,1987-12-11,1987-12-12,Others,Mesodinium rubrum,Kat O Fish Culture Zone,22.549724182846,114.289410351792,WGS84
1987S0036,1987-12-23,1987-12-29,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1987S0039,1987-12-29,1987-12-30,Dinoflagellates,Noctiluca scintillans,"Tso Wo Hang and Tsam Chuk Wan, Sai Kung",22.3949090858071,114.28560009469,WGS84
1987S0040,1987-12-29,1987-12-30,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach and Hairpin Bay, Hong Kong Island",22.2209703569802,114.21488622222,WGS84
1987S0038,1987-12-29,1987-12-30,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.481778601221,114.315073952468,WGS84
1987S0037,1987-12-29,1987-12-30,Others,Teleaulax acuta,Yim Tin Tsai Fish Culture Zone,22.455013468848,114.20747884304,WGS84
1988S0001,1988-01-04,1988-01-05,Dinoflagellates,Noctiluca scintillans,Kat O Fish Culture Zone,22.549724182846,114.289410351792,WGS84
1988S0002,1988-01-04,1988-01-26,Others,Mesodinium rubrum,Tolo Harbour,22.4443790007185,114.222029650023,WGS84
1988S0002,1988-01-04,1988-01-26,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.4443790007185,114.222029650023,WGS84
1988S0003,1988-01-22,1988-01-23,Dinoflagellates,Noctiluca scintillans,Ma Wan,22.3511563536637,114.055723398354,WGS84
1988S0004,1988-01-26,1988-01-27,Dinoflagellates,Gonyaulax polygramma,O Pui Tong and Wong Wan Fish Culture Zones,22.544793676824,114.300164310639,WGS84
1988S0005,1988-01-29,1988-01-31,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0006,1988-02-02,1988-02-03,Dinoflagellates,Noctiluca scintillans,Tolo Harbour near Wu Kai Sha,22.4394894853777,114.240494257738,WGS84
1988S0008,1988-02-03,1988-02-04,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Tolo Channel,22.4848956300312,114.339721941132,WGS84
1988S0007,1988-02-03,1988-02-04,Diatom,Skeletonema costatum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0010,1988-02-04,1988-02-05,Dinoflagellates,Gonyaulax polygramma,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3442848112631,114.288800994762,WGS84
1988S0009,1988-02-04,1988-02-05,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0009,1988-02-04,1988-02-05,Dinoflagellates,Ceratium furca,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0012,1988-02-15,1988-02-16,Dinoflagellates,Gonyaulax polygramma,Tolo Channel,22.481778601221,114.315073952468,WGS84
1988S0011,1988-02-15,1988-02-16,Others,Heterosigma akashiwo,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0013,1988-02-22,1988-02-23,Others,Heterosigma akashiwo,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4435705225056,114.222221795156,WGS84
1988S0013,1988-02-22,1988-02-23,Dinoflagellates,Prorocentrum minimum,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4435705225056,114.222221795156,WGS84
1988S0013,1988-02-22,1988-02-23,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4435705225056,114.222221795156,WGS84
1988S0014,1988-02-23,1988-02-27,Dinoflagellates,Noctiluca scintillans,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4442531151214,114.222514767629,WGS84
1988S0014,1988-02-23,1988-02-27,Dinoflagellates,Prorocentrum minimum,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4442531151214,114.222514767629,WGS84
1988S0014,1988-02-23,1988-02-27,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4442531151214,114.222514767629,WGS84
1988S0015,1988-02-26,1988-02-27,Dinoflagellates,Gonyaulax polygramma,Rocky Harbour (Leung Shuen Wan Hoi) to Po Pin Chau,22.3478344112122,114.369486599079,WGS84
1988S0016,1988-02-26,1988-02-28,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Tolo Channel,22.4817706407252,114.315079454233,WGS84
1988S0017,1988-02-28,1988-02-29,Others,Undetermined sp.,Tung Lung Chau Fish Culture Zone,22.2558400602307,114.284729767617,WGS84
1988S0019,1988-02-29,1988-03-01,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0018,1988-02-29,1988-03-01,Dinoflagellates,Gonyaulax polygramma,"Tai Tam Bay, Hong Kong Island",22.2215511720813,114.22803341904,WGS84
1988S0020,1988-03-01,1988-03-05,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Tolo Channel,22.4817706407252,114.315079454233,WGS84
1988S0021,1988-03-11,1988-03-13,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0021,1988-03-11,1988-03-13,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0021,1988-03-11,1988-03-13,Others,Eutreptiella spp.,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0022,1988-03-14,1988-03-17,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4435705225056,114.222221795156,WGS84
1988S0023,1988-03-15,1988-03-16,Dinoflagellates,Gonyaulax polygramma,East Lamma Channel,22.1913190531676,114.229800122436,WGS84
1988S0024,1988-03-16,1988-03-17,Dinoflagellates,Gonyaulax polygramma,"Clear Water Bay and Lung Ha Wan, Sai Kung",22.2837191132157,114.295299027638,WGS84
1988S0025,1988-03-18,1988-03-24,Dinoflagellates,Gonyaulax polygramma,Yim Tin Tsai (East) Fish Culture Zone,22.4542159974872,114.222082861883,WGS84
1988S0026,1988-03-22,1988-03-31,Dinoflagellates,Prorocentrum minimum,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4435705225056,114.222221795156,WGS84
1988S0026,1988-03-22,1988-03-31,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.4435705225056,114.222221795156,WGS84
1988S0027,1988-03-25,1988-03-26,Dinoflagellates,Gonyaulax polygramma,Lo Fu Wat Fish Culture Zone,22.4685144182096,114.271787794687,WGS84
1988S0028,1988-04-06,1988-04-08,Dinoflagellates,Gonyaulax polygramma,Inner Port Shelter (Sai Kung Hoi),22.3707019401543,114.280379021009,WGS84
1988S0029,1988-04-06,1988-04-19,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Tolo Channel,22.4417992136704,114.228623805693,WGS84
1988S0030,1988-04-08,1988-04-13,Dinoflagellates,Gonyaulax polygramma,Yim Tin Tsai (East) Fish Culture Zone,22.4544512421168,114.223096530071,WGS84
1988S0031,1988-04-19,1988-05-10,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Tolo Channel,22.442508152061,114.228277076302,WGS84
1988S0031,1988-04-19,1988-05-10,Diatom,Skeletonema costatum,Tolo Harbour and Tolo Channel,22.442508152061,114.228277076302,WGS84
1988S0032,1988-04-24,1988-04-25,Dinoflagellates,Gonyaulax polygramma,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3450617640113,114.289867339822,WGS84
1988S0033,1988-04-26,1988-04-27,Dinoflagellates,Gonyaulax polygramma,Sham Wan Fish Culture Zone,22.44007776633,114.353152842604,WGS84
1988S0034,1988-05-01,1988-05-02,Dinoflagellates,Gonyaulax polygramma,Sheung Sze Mun,22.1972054330556,114.25151165126,WGS84
1988S0035,1988-05-03,1988-05-05,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach and South Bay Beach, Hong Kong Island",22.2251296538699,114.196667769074,WGS84
1988S0035,1988-05-03,1988-05-05,Dinoflagellates,Gonyaulax polygramma,"Turtle Cove Beach and South Bay Beach, Hong Kong Island",22.2251296538699,114.196667769074,WGS84
1988S0036,1988-05-06,1988-05-07,Diatom,Skeletonema costatum,Aberdeen,22.2463102123313,114.151775791145,WGS84
1988S0037,1988-05-08,1988-05-09,Others,Undetermined sp.,Green Island to Kennedy Town,22.2811509902727,114.115569978617,WGS84
1988S0039,1988-05-17,1988-05-20,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4444594876187,114.222067368922,WGS84
1988S0038,1988-05-17,1988-05-18,Dinoflagellates,Noctiluca scintillans,Mirs Bay near Shek Ngau Chau,22.4659857141687,114.427227260817,WGS84
1988S0040,1988-05-18,1988-05-22,Dinoflagellates,Noctiluca scintillans,Southern Beaches,22.2358870947389,114.195458765247,WGS84
1988S0041,1988-05-19,1988-05-22,Dinoflagellates,Noctiluca scintillans,"Hung Shing Yeh Beach and Lo So Shing Beach, Lamma Island",22.2178141232517,114.118958177406,WGS84
1988S0042,1988-05-20,1988-05-21,Dinoflagellates,Noctiluca scintillans,"Shek Kwu Chau, Lantau Island",22.1976315228816,113.9944550661,WGS84
1988S0043,1988-05-27,1988-05-28,Diatom,Cyclotella spp.,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0044,1988-05-31,1988-06-05,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0045,1988-06-06,1988-06-11,Dinoflagellates,Ceratium furca,Tolo Harbour and Tolo Channel,22.4723192011877,114.300599707838,WGS84
1988S0045,1988-06-06,1988-06-11,Diatom,Nitzschia incerta,Tolo Harbour and Tolo Channel,22.4723192011877,114.300599707838,WGS84
1988S0046,1988-06-10,1988-06-11,Dinoflagellates,Noctiluca scintillans,"Repulse Bay Beach and Turtle Cove Beach, Hong Kong Island",22.2363514493101,114.195408918907,WGS84
1988S0047,1988-06-14,1988-06-21,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0047,1988-06-14,1988-06-21,Dinoflagellates,Ceratium furca,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0048,1988-06-15,1988-06-24,Dinoflagellates,Ceratium furca,Tolo Channel,22.4817484732891,114.313125219999,WGS84
1988S0049,1988-06-21,1988-06-25,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0049,1988-06-21,1988-06-25,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0050,1988-06-22,1988-06-25,Dinoflagellates,Ceratium furca,Hau Tze Kok to Port Island,22.4865907681369,114.352873934243,WGS84
1988S0051,1988-06-24,1988-06-25,Others,Undetermined sp.,Tung Ping Chau,22.5408351879443,114.422516966563,WGS84
1988S0052,1988-06-24,1988-06-25,Dinoflagellates,Gonyaulax polygramma,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3442848112631,114.288800994762,WGS84
1988S0053,1988-06-27,1988-06-28,Dinoflagellates,Gonyaulax polygramma,Leung Shuen Wan Fish Culture Zone,22.3490665389581,114.35257804742,WGS84
1988S0054,1988-06-28,1988-06-29,Diatom,Chaetoceros spp.,Tolo Harbour,22.4402940423931,114.210163406865,WGS84
1988S0055,1988-07-04,1988-07-13,Dinoflagellates,Prorocentrum sigmoides,Yim Tin Tsai Fish Culture Zone,22.4542479248503,114.207795413943,WGS84
1988S0056,1988-07-07,1988-07-08,Dinoflagellates,Prorocentrum sigmoides,Yung Shue Au Fish Culture Zone,22.4234162133539,114.277658067072,WGS84
1988S0057,1988-07-22,1988-07-23,Diatom,Pseudo-nitzschia pseudodelicatissima,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0057,1988-07-22,1988-07-23,Diatom,Leptocylindrus minimus,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0058,1988-07-23,1988-07-24,Diatom,Chaetoceros spp.,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0058,1988-07-23,1988-07-24,Diatom,Leptocylindrus minimus,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0059,1988-07-24,1988-07-25,Others,Undetermined sp.,Victoria Harbour,22.2892996813834,114.170044325348,WGS84
1988S0060,1988-07-25,1988-07-26,Diatom,Pseudo-nitzschia pseudodelicatissima,Aberdeen,22.2463035134265,114.152441353339,WGS84
1988S0061,1988-08-05,1988-08-06,Dinoflagellates,Ceratium furca,Tolo Channel,22.4819011920806,114.313363898534,WGS84
1988S0062,1988-08-22,1988-08-23,Diatom,Skeletonema costatum,Tolo Harbour to Lo Fu Wat,22.4468200279783,114.249638507658,WGS84
1988S0064,1988-08-23,1988-08-24,Diatom,Skeletonema costatum,"Tai Tam Bay, Hong Kong Island",22.2218380568178,114.227667212047,WGS84
1988S0064,1988-08-23,1988-08-24,Diatom,Pseudo-nitzschia pseudodelicatissima,"Tai Tam Bay, Hong Kong Island",22.2218380568178,114.227667212047,WGS84
1988S0063,1988-08-23,1988-08-24,Diatom,Skeletonema costatum,Victoria Harbour,22.2899846877373,114.171687498677,WGS84
1988S0065,1988-08-25,1988-08-26,Diatom,Skeletonema costatum,Aberdeen to Magazine Island,22.2458411875354,114.146386437213,WGS84
1988S0066,1988-08-31,1988-09-02,Dinoflagellates,Scrippsiella trochoidea,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3552586836193,114.264771390968,WGS84
1988S0066,1988-08-31,1988-09-02,Dinoflagellates,Karenia mikimotoi,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3552586836193,114.264771390968,WGS84
1988S0067,1988-09-06,1988-09-11,Diatom,Skeletonema costatum,Victoria Harbour,22.2903754850595,114.165171205005,WGS84
1988S0068,1988-09-07,1988-09-09,Diatom,Skeletonema costatum,Aberdeen,22.2463102123313,114.151775791145,WGS84
1988S0069,1988-09-28,1988-09-29,Diatom,Dactyliosolen fragilissimus,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0070,1988-10-04,1988-10-05,Diatom,Chaetoceros spp.,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0072,1988-10-12,1988-10-19,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4479383092457,114.196851832574,WGS84
1988S0072,1988-10-12,1988-10-19,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.4479383092457,114.196851832574,WGS84
1988S0071,1988-10-12,1988-10-13,Dinoflagellates,Ceratium furca,Tolo Channel,22.4497893416089,114.255833854316,WGS84
1988S0073,1988-10-17,1988-10-18,Dinoflagellates,Ceratium furca,Tap Mun Fish Culture Zone,22.4712940624665,114.356442566486,WGS84
1988S0073,1988-10-17,1988-10-18,Dinoflagellates,Prorocentrum minimum,Tap Mun Fish Culture Zone,22.4712940624665,114.356442566486,WGS84
1988S0074,1988-10-18,1988-10-19,Dinoflagellates,Noctiluca scintillans,"Castle Peak Beach, Tuen Mun",22.3787062708825,113.980155148193,WGS84
1988S0076,1988-10-20,1988-10-21,Dinoflagellates,Ceratium furca,Kat O Fish Culture Zone,22.549724182846,114.289410351792,WGS84
1988S0076,1988-10-20,1988-10-21,Dinoflagellates,Prorocentrum spp.,Kat O Fish Culture Zone,22.549724182846,114.289410351792,WGS84
1988S0075,1988-10-20,1988-10-21,Dinoflagellates,Ceratium furca,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3442848112631,114.288800994762,WGS84
1988S0077,1988-10-22,1988-10-23,Others,Undetermined sp.,"Repulse Bay Beach, Hong Kong Island",22.2358958902674,114.195461909277,WGS84
1988S0078,1988-11-04,1988-11-11,Diatom,Leptocylindrus minimus,Tolo Harbour,22.4441311438287,114.198383991729,WGS84
1988S0078,1988-11-04,1988-11-11,Diatom,Dactyliosolen fragilissimus,Tolo Harbour,22.4441311438287,114.198383991729,WGS84
1988S0079,1988-12-08,1988-12-09,Dinoflagellates,Noctiluca scintillans,Kat O Fish Culture Zone,22.549724182846,114.289410351792,WGS84
1988S0080,1988-12-14,1988-12-15,Dinoflagellates,Noctiluca scintillans,Tai Tau Chau North,22.3769740618976,114.324754251928,WGS84
1988S0081,1988-12-20,1988-12-21,Dinoflagellates,Noctiluca scintillans,Ap Chau Fish Culture Zone,22.5508857574074,114.268905502273,WGS84
1988S0082,1988-12-20,1988-12-21,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.520828459052,114.296378686413,WGS84
1988S0085,1988-12-20,1988-12-23,Dinoflagellates,Noctiluca scintillans,Tap Mun Fish Culture Zone,22.4712940624665,114.356442566486,WGS84
1988S0084,1988-12-20,1988-12-21,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0083,1988-12-20,1988-12-21,Dinoflagellates,Noctiluca scintillans,Ma Wan,22.3452237274124,114.066947188192,WGS84
1988S0084,1988-12-20,1988-12-21,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1988S0087,1988-12-21,1988-12-25,Dinoflagellates,Noctiluca scintillans,Lantau Island (Southwest),22.2443622759831,114.088240546513,WGS84
1988S0086,1988-12-21,1988-12-22,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai (East) Fish Culture Zone,22.4545560428212,114.221939447379,WGS84
1988S0088,1988-12-28,1988-12-30,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1989S0001,1989-01-09,1989-01-10,Dinoflagellates,Noctiluca scintillans,Tung Ping Chau,22.539431330162,114.424466716507,WGS84
1989S0002,1989-01-11,1989-01-12,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4469245831132,114.193197875767,WGS84
1989S0003,1989-01-19,1989-01-20,Dinoflagellates,Noctiluca scintillans,Kau Lau Wan Fish Culture Zone,22.4584835086808,114.360111656222,WGS84
1989S0004,1989-01-20,1989-01-27,Diatom,Skeletonema costatum,Tolo Harbour,22.4391209375178,114.242825738186,WGS84
1989S0006,1989-01-30,1989-02-01,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.4451569244013,114.244387208592,WGS84
1989S0005,1989-01-30,1989-02-02,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.4542904716947,114.268368172677,WGS84
1989S0007,1989-01-31,1989-03-04,Others,Heterosigma akashiwo,Tolo Harbour,22.4328941278863,114.214982716203,WGS84
1989S0008,1989-02-06,1989-02-07,Others,Undetermined sp.,"Hoi Ha Wan, Sai Kung",22.4666190307851,114.332356779989,WGS84
1989S0009,1989-02-18,1989-02-19,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.5217183275964,114.296477040907,WGS84
1989S0010,1989-02-18,1989-02-19,Dinoflagellates,Noctiluca scintillans,Tung Ping Chau,22.5408351879443,114.422516966563,WGS84
1989S0011,1989-02-20,1989-02-21,Others,Undetermined sp.,"Hebe Haven (Pak Sha Wan), Sai Kung",22.3633996678861,114.264163300116,WGS84
1989S0012,1989-03-10,1989-03-22,Dinoflagellates,Alexandrium catenella,Junk Bay (Tseung Kwan O),22.2684106394698,114.259728331006,WGS84
1989S0013,1989-03-13,1989-03-14,Others,Undetermined sp.,Yim Tin Tsai Fish Culture Zone,22.453876420357,114.205350514436,WGS84
1989S0014,1989-03-15,1989-03-16,Diatom,Thalassiosira mala,Tolo Harbour,22.443634949892,114.222335476795,WGS84
1989S0015,1989-03-19,1989-03-20,Dinoflagellates,Noctiluca scintillans,Kau Lau Wan Fish Culture Zone,22.458142285139,114.359905315332,WGS84
1989S0016,1989-03-21,1989-03-24,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.4436331285727,114.222293363462,WGS84
1989S0017,1989-03-29,1989-03-30,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.421466338153,114.220996505231,WGS84
1989S0018,1989-04-11,1989-04-17,Dinoflagellates,Gonyaulax polygramma,Tolo Channel,22.481778601221,114.315073952468,WGS84
1989S0019,1989-04-19,1989-04-20,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.4440845288081,114.186063523223,WGS84
1989S0020,1989-04-21,1989-04-22,Dinoflagellates,Gonyaulax polygramma,Sham Wan Fish Culture Zone,22.44007776633,114.353152842604,WGS84
1989S0021,1989-04-22,1989-04-23,Dinoflagellates,Gonyaulax polygramma,Round Island,22.5402510793877,114.327697112045,WGS84
1989S0022,1989-05-29,1989-06-04,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.4420453723245,114.196750111973,WGS84
1989S0022,1989-05-29,1989-06-04,Diatom,Skeletonema costatum,Tolo Harbour,22.4420453723245,114.196750111973,WGS84
1989S0022,1989-05-29,1989-06-04,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.4420453723245,114.196750111973,WGS84
1989S0023,1989-06-15,1989-06-16,Diatom,Skeletonema costatum,Victoria Harbour,22.2964102417993,114.216264594376,WGS84
1989S0024,1989-06-30,1989-07-01,Others,Undetermined sp.,"Tung Wan, Cheung Chau",22.2105220655568,114.034134047831,WGS84
1989S0025,1989-07-02,1989-07-03,Others,Undetermined sp.,"Deep Water Bay, Hong Kong Island",22.2406261413184,114.182669684165,WGS84
1989S0026,1989-07-03,1989-07-04,Diatom,Skeletonema costatum,Junk Bay (Tseung Kwan O),22.2890585295488,114.256486669775,WGS84
1989S0027,1989-07-12,1989-07-13,Diatom,Skeletonema costatum,Victoria Harbour,22.2955884530923,114.215067025095,WGS84
1989S0028,1989-07-20,1989-07-21,Diatom,Dactyliosolen fragilissimus,Tolo Harbour,22.4443889055998,114.222067346037,WGS84
1989S0028,1989-07-20,1989-07-21,Diatom,Leptocylindrus minimus,Tolo Harbour,22.4443889055998,114.222067346037,WGS84
